image_id,ds_idx,true_label,pred_before,conf_before,mode,target_label,success,adv_label,adv_conf,gens_used,queries,x,y,r,g,b,pop_size,F,Cr,max_gens,es_target,es_nonadv,seed,commit,device,guide_temp,guide_mutate_prob,rise_masks,rise_s,rise_p,rise_batch
133,144,8,8,0.999997,untargeted,,0,8,0.998170,50,20400,18,26,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
134,145,7,7,0.978771,untargeted,,1,2,0.979183,7,3200,16,10,0.914021,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
135,146,6,6,0.999997,untargeted,,0,6,0.996689,50,20400,20,15,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
136,148,5,5,0.996062,untargeted,,1,3,0.958683,13,5600,17,13,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
137,149,2,2,0.999970,untargeted,,0,2,0.863935,50,20400,8,12,0.000000,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
138,150,8,8,0.995941,untargeted,,1,0,0.961213,2,1200,19,22,1.000000,0.577440,0.552144,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
139,151,9,9,0.981652,untargeted,,1,1,0.812020,50,20400,10,13,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
140,152,6,6,0.999931,untargeted,,1,3,0.678567,50,20400,11,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
141,153,0,0,0.999998,untargeted,,0,0,0.999805,50,20400,12,6,0.000000,0.000000,0.751197,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
142,154,0,0,0.999996,untargeted,,0,0,0.877945,50,20400,21,12,0.174108,1.000000,0.854318,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
143,155,5,5,0.999974,untargeted,,0,5,0.848672,50,20400,17,11,0.588508,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
144,156,2,2,0.999697,untargeted,,0,2,0.949343,50,20400,18,13,0.000000,0.737012,0.209916,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
145,157,9,9,0.999175,untargeted,,0,9,0.982464,50,20400,27,20,0.915076,0.957405,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
146,159,4,4,0.999998,untargeted,,0,4,0.999967,50,20400,23,18,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
147,160,2,2,0.979981,untargeted,,1,0,0.829013,50,20400,13,10,1.000000,1.000000,0.920611,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
148,161,1,1,0.995086,untargeted,,0,1,0.900055,50,20400,7,4,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
149,162,6,6,0.953178,untargeted,,1,3,0.816760,50,20400,16,12,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
150,163,6,6,0.999473,untargeted,,0,6,0.746729,50,20400,23,14,0.000000,0.000000,0.533277,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
151,164,8,8,0.639497,untargeted,,1,0,0.962858,0,400,15,7,0.000000,0.097951,0.717163,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
152,165,4,4,0.848793,untargeted,,1,2,0.980477,0,400,24,19,0.943932,0.397631,0.700131,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
153,166,8,8,0.999819,untargeted,,1,2,0.898330,50,20400,22,9,0.000000,0.007552,0.568542,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
154,167,4,4,1.000000,untargeted,,1,2,0.984336,25,10400,18,15,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
155,168,5,5,0.999998,untargeted,,0,5,0.952714,50,20400,15,20,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
156,170,9,9,0.999984,untargeted,,0,9,0.998579,50,20400,18,15,0.093310,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
157,172,9,9,1.000000,untargeted,,0,9,0.999538,50,20400,20,4,0.000000,0.000000,0.895591,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
158,173,8,8,0.999620,untargeted,,0,8,0.830944,50,20400,10,25,1.000000,0.837604,0.812818,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
159,174,9,9,0.999223,untargeted,,0,9,0.987253,50,20400,13,26,0.000000,0.000000,0.865680,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
160,175,9,9,1.000000,untargeted,,0,9,0.999981,50,20400,23,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
161,176,3,3,0.997608,untargeted,,1,5,0.993275,10,4400,24,15,0.000000,0.000000,0.153768,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
162,177,7,7,1.000000,untargeted,,0,7,0.999429,50,20400,17,13,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
163,179,0,0,0.999995,untargeted,,0,0,0.996266,50,20400,7,10,0.568563,0.067712,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
164,180,0,0,0.993138,untargeted,,0,0,0.723605,50,20400,19,15,0.074498,0.000000,0.435535,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
165,181,5,5,0.999988,untargeted,,0,5,0.994863,50,20400,12,8,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
166,182,2,2,0.999999,untargeted,,0,2,0.999902,50,20400,24,18,1.000000,0.901919,0.914316,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
167,184,3,3,0.998018,untargeted,,1,0,0.946212,5,2400,16,6,0.108761,0.033029,0.511513,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
168,185,8,8,0.999999,untargeted,,0,8,0.998388,50,20400,15,7,0.000000,0.000000,0.209721,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
169,186,6,6,1.000000,untargeted,,0,6,0.982542,50,20400,15,7,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
170,187,3,3,0.999999,untargeted,,0,3,0.998141,50,20400,5,10,0.011509,0.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
171,189,0,0,0.980654,untargeted,,0,0,0.753680,50,20400,21,18,0.872398,0.537153,0.376540,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
172,190,5,5,0.999974,untargeted,,0,5,0.805128,50,20400,15,10,1.000000,1.000000,0.258162,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
173,191,8,8,0.999937,untargeted,,0,8,0.945252,50,20400,3,6,1.000000,0.974337,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
174,192,0,0,0.823576,untargeted,,1,9,0.928484,9,4000,14,30,1.000000,0.000000,0.496399,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
175,193,1,1,0.996322,untargeted,,1,9,0.795127,50,20400,16,19,0.261253,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
176,194,7,7,1.000000,untargeted,,0,7,0.998506,50,20400,16,11,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
177,195,2,2,0.883799,untargeted,,1,3,0.677848,26,10800,21,12,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
178,196,8,8,0.999987,untargeted,,0,8,0.999313,50,20400,2,14,1.000000,1.000000,1.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
179,197,8,8,0.999974,untargeted,,0,8,0.589754,50,20400,17,1,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
180,198,7,7,0.999987,untargeted,,1,3,0.819956,50,20400,17,14,1.000000,1.000000,0.914681,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
181,199,8,8,0.999998,untargeted,,0,8,0.996315,50,20400,14,13,0.000000,0.000000,0.000000,400,0.5,0.9,50,0.9,0.05,1337,b33b0c7,mps,2.0,0.1,400,7,0.5,128
