ds_idx,true_label,pred_before,conf_before,targets,hit_mask,gens_used,queries,best_xy_rgb_per_target,adv_labels_per_target,adv_confs_per_target,pop,max_gens,F,Cr,es_target,xy_topk,xy_mutate_prob,seed,device,prior
42,5,5,0.999742,0|1|2|3|4|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(23,16,0.2281,1.0000,1.0000)|(13,14,1.0000,1.0000,0.4449)|(23,17,1.0000,0.6871,1.0000)|(20,21,1.0000,1.0000,0.8255)|(12,14,1.0000,1.0000,1.0000)|(14,20,0.0000,1.0000,0.8714)|(16,21,1.0000,1.0000,1.0000)|(16,20,0.0000,1.0000,1.0000)|(14,23,1.0000,1.0000,0.8768)",5|5|5|5|5|5|5|5|5,0.533548|0.983594|0.758413|0.993773|0.982179|0.999958|0.999948|0.999968|0.999969,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
43,6,6,0.999999,0|1|2|3|4|5|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(13,10,1.0000,1.0000,1.0000)|(17,24,1.0000,1.0000,1.0000)|(3,1,1.0000,0.3581,1.0000)|(16,9,1.0000,1.0000,1.0000)|(16,13,1.0000,1.0000,1.0000)|(13,8,1.0000,1.0000,1.0000)|(16,9,1.0000,1.0000,1.0000)|(17,13,1.0000,1.0000,1.0000)|(13,10,1.0000,1.0000,1.0000)",6|6|6|6|6|6|6|6|6,0.999006|1.000000|0.999745|0.996510|0.999995|0.999746|0.996510|0.999975|0.999006,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
44,0,0,1.000000,1|2|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(30,22,0.2180,0.0000,0.1982)|(24,28,1.0000,1.0000,1.0000)|(2,14,1.0000,1.0000,0.9910)|(18,25,1.0000,0.8404,0.9889)|(25,28,1.0000,1.0000,1.0000)|(13,11,0.0880,0.0000,0.6194)|(2,14,1.0000,1.0000,1.0000)|(30,22,0.3096,0.0000,0.5475)|(30,22,0.0000,0.0000,0.5641)",0|0|0|0|0|0|0|0|0,0.999999|1.000000|1.000000|0.999999|1.000000|1.000000|1.000000|0.999999|0.999999,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
45,9,9,0.999995,0|1|2|3|4|5|6|7|8,0|0|0|0|0|0|0|0|0,40,70848,"(7,28,0.0000,0.0000,0.9978)|(14,17,0.8846,1.0000,1.0000)|(7,28,0.0000,0.0000,0.9561)|(6,27,0.8945,1.0000,1.0000)|(3,11,1.0000,0.7628,0.8335)|(17,9,1.0000,0.8643,1.0000)|(15,29,0.0000,0.0000,1.0000)|(13,23,0.0000,0.0000,0.9498)|(15,29,0.0000,0.0000,0.9705)",9|9|9|9|9|9|9|9|9,0.999998|0.999995|0.999998|0.999999|0.999994|0.999990|0.999980|0.999996|0.999980,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
46,3,3,0.998106,0|1|2|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(19,12,0.0000,0.0000,0.6128)|(16,13,0.0000,0.0000,0.5456)|(13,12,0.1256,0.0000,0.0882)|(23,27,0.2760,0.0000,0.1592)|(22,27,1.0000,0.7145,0.7577)|(17,19,0.5114,0.1591,0.4691)|(2,14,0.0777,0.0000,0.5242)|(18,19,0.4751,0.5915,0.7555)|(11,1,0.5713,0.7862,1.0000)",3|3|3|2|3|3|3|3|3,0.956101|0.784829|0.999988|0.491503|0.930207|0.999717|0.998023|0.999898|0.453505,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
47,9,9,0.444002,0|1|2|3|4|5|6|7|8,1|0|0|0|0|0|0|0|0,40,70848,"(7,18,1.0000,1.0000,1.0000)|(5,20,0.7446,1.0000,0.3183)|(4,19,1.0000,1.0000,1.0000)|(5,19,0.8404,0.7191,0.2051)|(6,19,0.0000,0.1158,0.4189)|(5,19,0.0000,0.0000,1.0000)|(19,27,0.5343,1.0000,0.5295)|(20,12,0.8493,0.0905,1.0000)|(5,19,0.6398,1.0000,0.8647)",0|0|9|9|0|9|9|0|0,0.964184|0.517764|0.655385|0.457652|0.479879|0.370506|0.398279|0.485347|0.485178,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
48,7,7,0.999804,0|1|2|3|4|5|6|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(7,9,1.0000,1.0000,1.0000)|(22,12,1.0000,1.0000,1.0000)|(6,11,1.0000,1.0000,1.0000)|(17,14,1.0000,1.0000,1.0000)|(12,15,0.9752,1.0000,1.0000)|(17,24,1.0000,0.9053,1.0000)|(17,23,0.9199,1.0000,1.0000)|(11,8,1.0000,1.0000,1.0000)|(7,9,1.0000,1.0000,1.0000)",7|7|7|7|7|7|7|7|7,0.997019|0.999887|0.997980|0.999862|0.999605|0.999974|0.999969|0.999482|0.997019,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
49,6,6,0.999343,0|1|2|3|4|5|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(18,17,1.0000,1.0000,1.0000)|(17,16,1.0000,1.0000,1.0000)|(13,10,1.0000,1.0000,1.0000)|(15,10,1.0000,0.7061,0.9836)|(15,6,1.0000,0.2913,0.0000)|(12,10,1.0000,0.3631,0.0000)|(15,6,1.0000,0.2583,0.0000)|(15,6,1.0000,0.0000,0.4742)|(11,9,0.9775,0.0000,0.4701)",6|6|6|6|6|6|6|6|6,0.999248|0.999156|0.999250|0.991454|0.592110|0.999959|0.580270|0.545560|0.999941,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
50,9,9,0.999798,0|1|2|3|4|5|6|7|8,0|0|0|0|0|0|0|0|0,40,70848,"(6,9,0.4102,0.6003,1.0000)|(9,20,1.0000,1.0000,1.0000)|(20,23,0.0000,0.1410,1.0000)|(20,23,0.1532,0.0590,0.9540)|(20,27,1.0000,0.9369,0.9788)|(20,28,0.0000,0.0000,1.0000)|(10,20,0.0000,0.1386,0.9936)|(7,18,0.0000,0.0494,1.0000)|(7,18,0.0000,0.2290,0.8976)",9|9|9|9|9|9|9|9|9,0.999923|0.999560|0.996318|0.997617|0.999794|0.999923|0.999848|0.999811|0.999752,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
51,8,8,0.999995,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(17,29,1.0000,0.8197,1.0000)|(20,30,1.0000,1.0000,1.0000)|(20,30,1.0000,1.0000,1.0000)|(17,10,1.0000,1.0000,0.6706)|(13,26,1.0000,1.0000,1.0000)|(18,30,1.0000,1.0000,1.0000)|(20,15,1.0000,1.0000,1.0000)|(23,15,1.0000,1.0000,1.0000)|(13,26,1.0000,1.0000,0.5346)",8|8|8|8|8|8|8|8|8,0.998718|0.998933|0.998933|0.999995|0.999525|0.999212|0.999999|0.999994|0.999350,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
53,3,3,0.995543,0|1|2|4|5|6|7|8|9,0|0|0|0|1|0|0|0|0,40,70848,"(8,4,1.0000,1.0000,0.7848)|(18,7,1.0000,0.9357,0.5450)|(10,5,1.0000,1.0000,0.6340)|(11,9,0.2874,0.2994,1.0000)|(11,6,0.9871,0.7788,1.0000)|(10,4,0.6696,1.0000,0.3104)|(6,27,0.6823,1.0000,1.0000)|(15,6,1.0000,1.0000,0.5949)|(11,13,1.0000,1.0000,0.5551)",3|3|3|3|3|3|3|3|3,0.999349|0.999728|0.999922|0.589803|0.997980|0.999991|0.997338|0.998407|0.998739,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
54,8,8,0.999917,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(21,10,1.0000,1.0000,1.0000)|(7,25,1.0000,1.0000,1.0000)|(28,15,0.4432,0.0000,0.0000)|(26,11,0.0000,0.0000,0.0158)|(7,26,0.0000,0.0000,0.0000)|(5,7,0.0000,0.0000,0.2313)|(6,7,0.0048,0.0000,0.2526)|(27,16,0.0000,0.0130,0.2630)|(6,7,0.0000,0.0000,0.1775)",8|8|8|8|8|8|8|8|8,0.847812|0.997188|0.999870|0.999328|0.999743|0.996876|0.997514|0.999874|0.997541,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
55,8,8,1.000000,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(8,22,1.0000,1.0000,1.0000)|(6,25,1.0000,1.0000,1.0000)|(12,26,1.0000,1.0000,1.0000)|(12,26,1.0000,1.0000,1.0000)|(10,1,1.0000,1.0000,1.0000)|(7,23,1.0000,1.0000,1.0000)|(13,24,1.0000,1.0000,1.0000)|(13,24,1.0000,1.0000,1.0000)|(13,24,1.0000,1.0000,0.8269)",8|8|8|8|8|8|8|8|8,1.000000|0.999999|0.999993|0.999993|0.999999|0.999998|0.998643|0.998643|0.998910,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
56,7,7,0.999991,0|1|2|3|4|5|6|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(15,13,1.0000,1.0000,1.0000)|(13,14,1.0000,0.7928,1.0000)|(15,13,0.1961,0.5127,0.0000)|(19,19,1.0000,0.8299,0.7913)|(19,15,0.0000,0.0000,0.4738)|(14,18,1.0000,0.8214,1.0000)|(17,17,1.0000,0.8485,1.0000)|(15,16,1.0000,0.9045,1.0000)|(20,15,1.0000,0.8694,1.0000)",7|7|7|7|7|7|7|7|7,0.999982|0.999988|0.999595|0.999986|0.999993|0.999969|0.999996|0.999981|0.999997,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
58,4,4,0.540060,0|1|2|3|5|6|7|8|9,0|0|0|0|1|0|0|0|0,40,70848,"(15,12,0.0000,0.4560,0.0000)|(13,11,0.0085,0.4629,1.0000)|(25,10,1.0000,0.0000,0.0000)|(13,11,0.0000,0.2236,0.0000)|(12,13,0.0000,0.0884,0.7047)|(23,12,0.4635,1.0000,0.0000)|(25,10,1.0000,0.9025,1.0000)|(21,16,0.0676,0.1603,0.0126)|(24,11,0.1509,0.0139,0.4729)",4|5|4|5|5|5|5|5|4,0.604821|0.852284|0.755740|0.755787|0.999333|0.561964|0.503866|0.884864|0.756489,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
60,7,7,0.999778,0|1|2|3|4|5|6|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(12,10,0.0000,0.0000,1.0000)|(3,15,0.0000,0.0000,1.0000)|(17,11,0.0000,0.0000,1.0000)|(4,17,0.0000,0.0000,0.9609)|(3,15,0.0000,0.0000,1.0000)|(3,15,0.0000,0.0000,0.9756)|(18,27,0.0000,0.0000,1.0000)|(19,12,0.0000,0.0000,1.0000)|(3,15,0.0000,0.0000,1.0000)",7|7|7|7|7|7|7|7|7,0.999849|0.996152|0.999640|0.999067|0.996152|0.996172|0.999420|0.999482|0.996152,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
62,6,6,0.999950,0|1|2|3|4|5|7|8|9,0|0|0|1|0|0|0|0|0,40,70848,"(19,15,1.0000,1.0000,1.0000)|(13,17,1.0000,1.0000,1.0000)|(21,6,1.0000,1.0000,1.0000)|(22,5,1.0000,0.8859,0.5698)|(28,3,1.0000,1.0000,1.0000)|(23,5,0.0000,0.0000,0.9558)|(21,6,1.0000,1.0000,0.9146)|(13,15,0.0000,0.0000,0.1121)|(12,15,1.0000,1.0000,1.0000)",6|6|6|6|6|6|6|6|6,0.999953|0.999635|0.790549|0.913877|0.999410|0.999652|0.798427|0.999071|0.999945,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
63,3,3,0.955572,0|1|2|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(12,23,0.9003,0.8046,0.5765)|(15,14,1.0000,1.0000,1.0000)|(25,23,0.9252,0.7896,1.0000)|(15,13,1.0000,1.0000,1.0000)|(13,21,0.7144,0.7013,1.0000)|(21,24,1.0000,0.8888,1.0000)|(25,23,0.8948,0.7592,1.0000)|(14,18,0.8783,0.8540,1.0000)|(26,24,0.8945,0.7152,0.3900)",3|1|3|3|3|3|3|1|3,0.687306|0.733378|0.590658|0.673336|0.849126|0.956934|0.596987|0.564753|0.888396,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
64,6,6,0.999982,0|1|2|3|4|5|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(13,8,1.0000,1.0000,1.0000)|(20,6,1.0000,0.2432,0.7907)|(12,5,1.0000,1.0000,1.0000)|(19,10,1.0000,1.0000,1.0000)|(20,6,1.0000,1.0000,0.1155)|(21,8,1.0000,0.3619,0.0974)|(13,8,1.0000,1.0000,1.0000)|(19,20,1.0000,0.5968,0.1787)|(19,7,1.0000,1.0000,0.0490)",6|6|6|6|6|6|6|6|6,0.981995|0.999992|0.999968|0.996597|0.999957|0.999930|0.981995|0.995631|0.999983,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
65,2,2,1.000000,0|1|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(17,16,0.0000,0.0084,0.6185)|(14,18,0.0000,0.0000,0.6415)|(17,19,1.0000,1.0000,0.9958)|(10,15,1.0000,1.0000,1.0000)|(17,16,0.0000,0.0000,0.5322)|(14,18,0.0000,0.0000,0.6419)|(17,16,0.0000,0.0000,0.5246)|(17,16,0.0000,0.0000,0.4154)|(10,14,1.0000,1.0000,1.0000)",2|2|2|2|2|2|2|2|2,0.999999|0.999994|0.999999|1.000000|0.999999|0.999994|0.999999|0.999999|1.000000,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
66,1,1,0.999272,0|2|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(22,19,1.0000,1.0000,1.0000)|(15,24,1.0000,1.0000,1.0000)|(20,24,0.5031,0.0000,0.0000)|(17,26,0.0000,0.6508,0.0000)|(6,26,1.0000,1.0000,1.0000)|(19,12,0.6846,0.0000,0.2213)|(22,12,0.6487,0.0000,0.3615)|(23,12,0.0131,1.0000,0.0000)|(19,19,0.7745,1.0000,1.0000)",1|1|1|1|1|1|1|1|1,0.999653|0.996672|0.999587|0.998519|0.999065|0.999649|0.994309|0.989037|0.999483,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
67,2,2,0.999307,0|1|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(12,19,0.0000,0.0000,0.1356)|(20,4,0.0000,0.0000,0.0537)|(13,20,1.0000,0.0000,0.0000)|(20,4,0.0000,0.0000,0.0597)|(13,20,1.0000,0.0000,0.0000)|(13,20,1.0000,0.0000,0.0000)|(15,5,0.0000,0.0000,0.0280)|(25,3,0.0000,0.0000,0.0070)|(15,5,0.0000,0.0000,0.1623)",2|2|2|2|2|2|2|2|2,0.988696|0.994394|0.984516|0.994399|0.984516|0.984516|0.943113|0.999701|0.942881,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
68,3,3,0.944819,0|1|2|4|5|6|7|8|9,0|0|0|0|1|0|0|0|0,40,70848,"(18,15,0.0577,0.6831,0.9308)|(18,18,0.0000,0.7116,1.0000)|(20,22,0.0000,0.0000,1.0000)|(19,12,0.9669,1.0000,1.0000)|(21,18,0.0308,0.3717,1.0000)|(16,15,0.0000,0.8948,0.0000)|(18,18,0.0683,0.7119,0.9744)|(18,18,0.0000,0.0000,0.9713)|(18,19,0.0192,0.7978,1.0000)",3|3|3|3|3|5|3|3|3,0.994076|0.405597|0.941015|0.994396|0.999982|0.621610|0.419746|0.493462|0.996857,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
69,7,7,0.856560,0|1|2|3|4|5|6|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(12,20,0.9329,0.0000,0.0000)|(5,24,0.9292,0.0000,0.0000)|(20,19,1.0000,1.0000,1.0000)|(19,25,1.0000,0.9943,1.0000)|(16,9,1.0000,1.0000,1.0000)|(6,17,1.0000,1.0000,1.0000)|(4,26,0.4928,0.0000,0.0402)|(12,21,0.5125,0.0000,0.0000)|(3,26,0.5653,0.0000,0.0000)",7|7|7|7|4|7|7|7|7,0.879249|0.984787|0.991036|0.983149|0.699951|0.576334|0.964340|0.782151|0.990879,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
70,2,2,0.788694,0|1|3|4|5|6|7|8|9,1|0|1|0|0|0|0|0|0,40,70848,"(9,16,1.0000,0.1179,0.0000)|(9,16,0.2493,1.0000,0.6992)|(21,8,0.0176,0.6319,0.0487)|(22,6,0.5650,0.4858,0.0870)|(22,7,0.3805,0.0000,0.3130)|(23,18,0.0000,1.0000,0.0396)|(22,7,0.5690,0.2131,0.3173)|(23,8,0.6132,0.0146,0.0000)|(23,18,0.0247,1.0000,0.7252)",0|2|3|4|2|2|3|2|3,0.951533|0.586293|0.946384|0.618206|0.855823|0.470988|0.385136|0.974085|0.544578,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
71,6,6,0.999607,0|1|2|3|4|5|7|8|9,0|0|0|1|0|0|0|0|0,40,70848,"(7,14,1.0000,1.0000,1.0000)|(7,14,1.0000,1.0000,1.0000)|(5,15,0.0000,0.0000,0.6525)|(15,12,0.0000,0.0000,1.0000)|(8,14,1.0000,0.9691,1.0000)|(16,16,0.0000,0.0000,0.6928)|(7,14,1.0000,1.0000,1.0000)|(21,13,0.0000,0.0000,0.6052)|(10,11,1.0000,1.0000,1.0000)",6|6|6|6|6|3|6|6|6,0.930531|0.930531|0.999603|0.654630|0.967660|0.842284|0.930531|0.962112|0.998359,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
72,8,8,0.999929,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(15,23,1.0000,0.6150,0.7606)|(12,13,1.0000,1.0000,1.0000)|(8,11,0.0000,0.0000,1.0000)|(21,29,0.6553,1.0000,0.9705)|(23,16,0.9390,0.8215,0.2236)|(11,10,1.0000,1.0000,1.0000)|(4,11,0.8806,0.9917,1.0000)|(23,16,1.0000,1.0000,0.9602)|(12,13,0.8613,0.9726,0.8456)",0|8|8|8|8|8|8|8|8,0.857466|0.999725|0.975367|0.997686|0.999974|0.999887|0.999847|0.999722|0.999850,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
73,8,8,0.999638,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(14,10,0.0000,0.0000,0.0830)|(25,30,1.0000,1.0000,0.0000)|(16,16,0.0000,0.0000,1.0000)|(15,14,0.3158,0.0000,0.0187)|(29,26,1.0000,1.0000,0.8636)|(4,14,1.0000,0.9884,0.8920)|(29,26,1.0000,1.0000,0.9057)|(4,14,1.0000,1.0000,0.8956)|(14,12,1.0000,1.0000,0.6238)",8|8|8|8|8|8|8|8|8,0.996293|0.999557|0.999791|0.997741|0.936984|0.997306|0.934998|0.997131|0.994329,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
74,0,0,0.888362,1|2|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(5,17,0.7986,0.5407,0.1956)|(21,16,1.0000,0.0139,0.0000)|(14,9,1.0000,0.3636,0.0000)|(13,9,1.0000,0.4175,0.0220)|(19,18,1.0000,0.5131,0.0000)|(21,8,0.9567,0.5883,0.0000)|(18,16,1.0000,0.8162,0.0000)|(18,18,0.8217,0.4964,0.0290)|(11,21,0.0000,1.0000,0.0000)",0|0|0|0|0|0|0|0|9,0.979221|0.965469|0.471703|0.625089|0.999640|0.837845|0.894619|0.999759|0.826105,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
75,2,2,0.999998,0|1|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(13,21,1.0000,1.0000,1.0000)|(15,16,1.0000,1.0000,1.0000)|(13,18,1.0000,0.1511,1.0000)|(18,20,1.0000,1.0000,1.0000)|(21,29,1.0000,1.0000,1.0000)|(18,21,1.0000,1.0000,1.0000)|(13,18,1.0000,1.0000,1.0000)|(6,13,1.0000,1.0000,1.0000)|(20,10,1.0000,0.4178,1.0000)",2|2|2|2|2|2|2|2|2,0.999985|0.999987|0.999989|0.999946|0.999997|0.999964|0.999935|0.999999|0.999999,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
76,9,9,0.999992,0|1|2|3|4|5|6|7|8,0|0|0|0|0|0|0|0|0,40,70848,"(13,20,0.0000,0.0000,0.6811)|(16,27,0.0000,0.0000,0.6976)|(23,17,1.0000,1.0000,1.0000)|(5,22,0.0000,0.0000,0.7839)|(4,14,0.0000,0.0000,0.5372)|(13,20,0.0000,0.0000,0.6872)|(13,20,0.0000,0.0000,0.7088)|(8,24,0.0000,0.0000,0.7133)|(24,21,0.0000,0.0000,0.5498)",9|9|9|9|9|9|9|9|9,0.993328|0.999985|0.998032|0.999999|0.999971|0.993313|0.993284|0.999987|0.999950,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
77,3,3,1.000000,0|1|2|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(21,12,0.0000,0.0000,1.0000)|(21,4,0.0000,0.0000,0.9834)|(22,11,0.0000,0.0000,0.9877)|(22,11,0.2797,0.0000,0.7638)|(11,5,0.1703,0.0383,0.7166)|(22,10,0.0000,0.0000,0.9610)|(21,12,0.0000,0.0204,1.0000)|(22,11,0.0000,0.0000,0.9625)|(20,15,0.0000,0.0000,1.0000)",3|3|3|3|3|3|3|3|3,0.999852|1.000000|0.999998|0.999999|0.999999|0.999994|0.999854|0.999998|0.999711,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
79,8,8,0.999987,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(14,11,1.0000,1.0000,1.0000)|(6,21,1.0000,1.0000,1.0000)|(10,19,1.0000,1.0000,1.0000)|(14,6,0.0000,0.0000,0.2855)|(6,21,1.0000,1.0000,1.0000)|(19,10,1.0000,1.0000,1.0000)|(6,21,1.0000,1.0000,1.0000)|(26,13,1.0000,1.0000,1.0000)|(24,14,1.0000,1.0000,1.0000)",8|8|8|8|8|8|8|8|8,0.999988|0.997934|0.996532|0.999987|0.997934|0.999987|0.997934|0.999987|0.999987,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
80,8,8,1.000000,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(9,11,0.0000,0.0000,1.0000)|(23,9,0.0000,0.0000,0.5948)|(23,9,0.0000,0.0000,0.8346)|(16,18,0.0000,0.0000,0.5082)|(22,9,0.0000,0.0000,0.5131)|(14,18,0.0000,0.0000,0.5127)|(14,18,0.0000,0.0000,0.5120)|(19,20,0.0000,0.0000,0.5128)|(17,20,0.0000,0.0000,0.0188)",8|8|8|8|8|8|8|8|8,1.000000|0.999999|0.999998|0.999818|0.999999|0.999982|0.999982|0.998767|0.999794,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
81,1,1,0.974184,0|2|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(6,5,0.8371,0.7796,1.0000)|(21,3,0.3598,1.0000,1.0000)|(18,10,1.0000,1.0000,0.0000)|(19,10,0.3496,1.0000,1.0000)|(10,11,0.3055,0.9604,0.8294)|(20,10,0.4664,0.9196,1.0000)|(19,10,0.3690,1.0000,0.9942)|(29,25,0.9056,1.0000,1.0000)|(6,6,1.0000,1.0000,0.0773)",1|1|1|1|1|1|1|1|1,0.961496|0.995835|0.929095|0.754674|0.992796|0.946918|0.753146|0.926560|0.939240,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
82,1,1,0.999991,0|2|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(19,28,0.0000,0.0000,1.0000)|(19,9,0.0000,0.0000,1.0000)|(15,4,0.0087,0.0451,0.7450)|(19,28,0.0000,0.0000,1.0000)|(10,7,0.0000,0.0000,1.0000)|(8,5,0.0000,0.0000,1.0000)|(19,9,0.0000,0.0000,1.0000)|(13,5,0.0000,0.0000,1.0000)|(19,9,0.0000,0.0000,0.9672)",1|1|1|1|1|1|1|1|1,0.999982|0.996891|0.999989|0.999982|0.999952|0.999990|0.996891|0.999948|0.997047,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
83,7,7,1.000000,0|1|2|3|4|5|6|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(23,10,0.0000,0.0000,0.3824)|(20,14,0.0891,0.0000,0.0000)|(19,13,0.0000,0.0000,0.4094)|(10,6,0.2939,0.0000,0.0000)|(20,14,0.0000,0.0000,0.6033)|(19,13,0.0000,0.0000,0.4105)|(26,4,0.2893,0.0000,0.0068)|(22,7,0.1395,0.0000,0.0000)|(21,8,0.0000,0.0000,0.4169)",7|7|7|7|7|7|7|7|7,1.000000|0.999983|0.999935|0.999996|0.999986|0.999935|0.999999|1.000000|0.999999,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
84,2,2,0.985258,0|1|3|4|5|6|7|8|9,0|0|0|0|1|0|1|0|0,40,70848,"(12,12,0.0000,0.0000,0.2818)|(12,12,1.0000,1.0000,1.0000)|(21,22,0.0000,1.0000,0.0000)|(14,15,0.0000,0.0000,0.2010)|(8,10,0.0000,0.0000,0.4060)|(12,12,0.0991,1.0000,1.0000)|(16,13,0.4185,0.0000,0.5806)|(12,7,0.0670,0.0809,0.8263)|(9,15,0.0000,0.0000,0.7700)",5|2|2|2|5|2|2|7|2,0.635900|0.821842|0.998426|0.967643|0.957607|0.794526|0.990775|0.959831|0.766294,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
85,5,5,0.999958,0|1|2|3|4|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(20,18,1.0000,0.7721,0.3373)|(18,9,1.0000,1.0000,1.0000)|(15,14,1.0000,1.0000,1.0000)|(16,17,0.8815,1.0000,1.0000)|(15,17,1.0000,1.0000,0.7726)|(15,14,1.0000,1.0000,1.0000)|(19,28,1.0000,1.0000,0.1611)|(18,9,1.0000,1.0000,1.0000)|(13,16,1.0000,1.0000,0.1136)",5|5|5|5|5|5|5|5|5,0.999107|0.999953|0.415092|0.919105|0.570284|0.415092|0.999997|0.999953|0.621820,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
86,2,2,0.998301,0|1|3|4|5|6|7|8|9,0|0|0|0|0|0|0|0|0,40,70848,"(12,17,1.0000,1.0000,1.0000)|(25,7,1.0000,1.0000,1.0000)|(13,15,1.0000,1.0000,1.0000)|(23,21,1.0000,1.0000,1.0000)|(13,15,1.0000,1.0000,1.0000)|(13,15,1.0000,0.9837,1.0000)|(23,21,1.0000,1.0000,0.6871)|(23,21,0.1307,0.9280,1.0000)|(13,15,1.0000,1.0000,1.0000)",0|2|2|2|2|2|2|2|2,0.799262|0.999765|0.603539|0.899866|0.603539|0.610888|0.891649|0.983584|0.603539,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
88,8,8,0.999997,0|1|2|3|4|5|6|7|9,0|0|0|0|0|0|0|0|0,40,70848,"(9,8,1.0000,1.0000,0.9509)|(20,20,0.0000,0.0000,0.3082)|(11,1,0.0000,0.0000,0.3703)|(14,6,0.0000,0.0000,0.5116)|(9,8,0.0000,0.0000,1.0000)|(11,1,0.0000,0.0000,0.1650)|(9,8,0.0000,0.0000,0.2862)|(21,24,0.0000,0.0000,0.8326)|(14,7,0.0000,0.0000,0.3298)",8|8|8|8|8|8|8|8|8,0.999996|1.000000|0.999899|0.999964|0.999967|0.999902|0.999974|0.999992|0.999977,192,40,0.5,0.9,0.9,32,0.1,1337,mps,fastprior
